rental_id,price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
9177,365000,2,1,763,10,30,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
9536,380000,2,1,900,4,6,116,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
133,980000,2,2,1270,7,7,6,0,1,1,1,1,0,0,0,Gramercy Park,Manhattan
4687,435000,1,1,783,2,6,29,0,1,0,1,1,0,0,0,West Village,Manhattan
4557,249500,2,1,800,4,4,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
403,362500,1,1,650,43,19,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
899,900000,2,2,1250,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4733,580000,2,2,1200,2,6,75,0,0,0,0,1,1,0,0,Central Park South,Manhattan
2154,329500,1,1,465,5,2,29,0,1,0,1,1,0,0,0,West Village,Manhattan
1348,220000,0,1,325,6,24,87,0,1,0,1,1,1,0,0,Midtown East,Manhattan
10158,548500,2,1,1028,7,24,39,1,0,1,0,0,1,0,0,Midtown East,Manhattan
668,295000,0,1,765,2,4,29,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
4268,275000,1,1,600,9,12,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10716,820000,2,2,1431,9,8,7,0,0,0,0,0,0,1,0,Chelsea,Manhattan
6366,200000,2,1,750,3,1,106,0,0,0,1,0,0,1,0,Central Harlem,Manhattan
9899,499500,3,1,1100,2,2,13,0,0,0,1,1,0,0,1,Financial District,Manhattan
8005,187500,2,1,900,3,4,91,0,0,0,0,0,0,0,0,Inwood,Manhattan
8976,390000,1,1,750,6,6,106,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3637,240000,0,1,500,9,1,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
9019,532500,1,1,697,2,36,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
5275,350000,0,1,525,5,6,105,1,1,1,1,1,0,1,1,Midtown South,Manhattan
5877,390000,1,1,643,4,10,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1694,337500,2,1,800,6,2,106,0,0,1,0,0,1,0,0,Upper West Side,Manhattan
7995,640000,2,2,1094,3,8,9,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
11213,1250000,2,2,2082,2,2,101,0,0,0,0,0,1,0,0,Tribeca,Manhattan
2156,259500,0,1,285,5,10,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1115,219900,2,1,900,11,3,106,1,0,0,0,0,0,0,0,East Harlem,Manhattan
1886,243000,0,1,330,2,7,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1001,1000000,2,2,1318,3,15,30,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5402,640000,3,2,1100,4,3,13,0,0,0,0,1,1,0,0,Lower East Side,Manhattan
3482,589500,2,2,1250,1,25,112,1,0,0,1,0,0,0,0,Financial District,Manhattan
6128,260000,0,1,490,3,10,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3736,470000,1,1,500,2,3,116,0,0,0,0,0,0,0,0,Soho,Manhattan
2309,600000,2,2,1428,3,15,88,0,1,0,1,1,1,1,1,Upper West Side,Manhattan
1148,499500,2,1,866,2,5,25,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
8320,338800,0,1,825,4,4,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
5736,348300,1,1,735,9,4,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1904,290000,2,1,1250,2,2,96,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2376,460000,1,1,890,2,8,10,0,0,1,1,1,1,0,0,Midtown East,Manhattan
10520,169500,1,1,750,1,4,87,1,1,0,0,0,0,0,0,Central Harlem,Manhattan
7224,270000,0,1,542,6,22,28,0,0,0,1,1,1,0,0,Midtown East,Manhattan
1380,1175000,4,3,3100,2,11,111,1,0,0,0,0,0,0,0,Midtown,Manhattan
6843,508000,1,1,850,2,26,42,1,0,1,0,0,1,1,0,Upper West Side,Manhattan
1554,489000,1,1,815,43,7,8,1,0,0,0,1,0,0,0,Upper West Side,Manhattan
6566,380000,1,1,750,13,21,9,1,0,0,1,1,0,0,1,Midtown West,Manhattan
3068,520000,3,2,2000,5,4,106,0,0,0,0,0,1,0,0,Central Harlem,Manhattan
3515,280000,0,1,450,4,5,43,1,0,0,0,0,0,0,0,Financial District,Manhattan
1645,600000,2,2,1200,9,4,105,0,0,1,0,0,0,0,0,Midtown West,Manhattan
2704,210000,0,1,400,5,2,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3187,230000,1,1,500,6,3,96,0,0,0,0,0,0,0,0,Chinatown,Manhattan
6882,1675000,3,3,2850,1,27,102,0,0,0,0,0,0,0,0,Financial District,Manhattan
5974,640000,2,1,1151,3,7,87,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8071,559500,2,2,1170,4,28,85,1,1,1,1,1,1,0,1,Financial District,Manhattan
6519,280000,0,1,466,5,4,10,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
9663,321900,0,1,533,4,17,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1239,850000,2,2,1244,1,6,9,0,0,1,1,1,0,0,0,Soho,Manhattan
2295,1000000,2,2,1508,1,7,89,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3466,377500,1,1,600,0,2,56,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
11163,435000,1,1,880,7,14,16,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
5852,399500,1,1,899,1,14,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
3458,499500,2,2,1153,43,16,9,0,0,0,0,0,0,0,0,Roosevelt Island,Manhattan
4076,719500,5,2,2430,5,5,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
500,760000,2,2,1500,5,9,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
960,299500,1,1,350,1,5,116,0,0,0,0,0,0,0,0,West Village,Manhattan
6080,449000,1,1,620,4,29,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
7072,345000,3,2,1800,2,5,101,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
8996,380000,1,1,700,13,19,9,1,1,0,1,1,0,0,1,Midtown West,Manhattan
11177,1466200,4,3,1732,4,10,113,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2894,257500,0,1,490,3,8,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10706,375000,1,1,700,3,5,90,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
8378,669500,2,2,1033,2,17,30,0,0,0,1,0,0,0,0,Flatiron,Manhattan
3842,550000,1,1,1165,5,22,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7418,547500,1,1,1094,2,38,30,0,1,1,1,1,1,0,1,Midtown,Manhattan
10549,491000,2,2,933,10,10,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10485,515000,1,1,695,3,18,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2474,495000,1,1,1115,5,2,37,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6356,522500,1,1,770,3,11,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
7024,1375000,3,3,1920,43,8,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
292,450000,1,1,755,7,43,6,0,0,0,0,0,0,0,0,Midtown South,Manhattan
5416,220000,1,1,675,4,4,88,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
7667,400000,1,1,840,10,40,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
7220,430000,0,1,559,3,24,11,1,0,0,0,0,0,0,0,Flatiron,Manhattan
428,275000,1,1,730,5,3,9,0,0,0,0,0,0,0,0,East Harlem,Manhattan
5671,512000,2,2,1003,10,7,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2409,589500,2,2,1200,2,18,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
1935,1172300,3,2,1540,1,8,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6553,427000,1,1,630,2,12,13,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
4977,299500,0,1,548,2,11,13,0,0,1,0,0,1,0,0,Financial District,Manhattan
7800,215000,1,1,687,4,2,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
1122,350000,1,1,651,6,34,37,1,0,0,1,0,0,0,0,Midtown East,Manhattan
7889,215000,1,1,650,7,2,115,0,1,0,1,1,0,1,1,Midtown West,Manhattan
7731,235000,0,1,400,5,16,30,0,0,1,1,1,0,0,1,Midtown East,Manhattan
9184,449900,2,1,837,6,14,37,0,0,0,1,1,1,0,1,Midtown East,Manhattan
8612,381500,1,1,665,8,23,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2008,320000,2,1,850,7,3,60,0,1,0,1,1,1,1,1,Midtown East,Manhattan
11007,162500,1,1,560,6,2,96,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
3874,350000,1,1,722,12,32,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9498,349500,1,1,686,10,34,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5886,202500,0,1,350,3,4,90,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1334,270000,3,1,750,2,1,112,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
5095,355000,1,1,748,6,9,10,0,1,0,0,0,1,1,0,Upper West Side,Manhattan
3698,600000,1,1,1500,2,2,151,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2940,475000,2,2,917,3,4,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1751,280000,0,1,520,2,24,9,0,0,0,1,1,0,0,0,Midtown West,Manhattan
5128,500000,1,1,707,2,5,8,0,1,0,1,1,1,0,0,Chelsea,Manhattan
4967,350000,2,2,1050,5,4,96,0,0,1,0,0,1,0,0,Central Harlem,Manhattan
3137,680000,2,2,1295,11,34,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
5939,277500,0,1,500,3,22,30,1,0,0,0,0,0,0,0,Midtown,Manhattan
3037,790000,2,2,1160,2,9,75,1,0,0,0,0,0,0,0,Central Park South,Manhattan
4290,399500,1,1,800,3,5,27,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
11237,995000,1,2,2050,3,4,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
1510,340000,1,1,800,7,3,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1225,330000,1,1,725,4,5,91,0,1,1,1,1,1,0,0,Upper West Side,Manhattan
9369,1100000,2,2,3000,0,2,116,0,0,0,1,1,1,0,0,Soho,Manhattan
3095,325000,2,1,850,5,3,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
10058,570000,2,2,1176,12,2,7,0,1,0,0,0,0,0,0,Chelsea,Manhattan
1861,724600,2,2,1080,1,10,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1034,568800,2,2,1260,7,7,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2450,635000,1,2,1352,1,2,126,1,0,0,0,0,0,0,0,Tribeca,Manhattan
6690,280000,0,1,351,1,2,29,0,0,0,0,0,0,0,0,Midtown West,Manhattan
583,574000,1,1,761,5,15,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4717,350000,2,2,1031,3,6,13,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
11262,1250000,3,3,2500,5,6,96,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6266,269500,0,1,625,9,7,8,1,1,1,0,0,1,0,0,Midtown West,Manhattan
7236,289500,0,1,506,2,18,41,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
4725,1650000,2,2,1895,9,4,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4937,500000,1,1,764,2,20,38,1,0,1,1,0,1,0,0,Midtown West,Manhattan
574,660000,2,2,1100,2,12,92,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
7665,349000,2,2,800,6,4,106,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan
10770,480000,2,2,1000,3,8,96,0,0,0,1,1,0,0,0,Midtown South,Manhattan
3136,405000,1,1,805,11,20,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
750,585000,1,1,752,3,33,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
7782,230000,1,1,650,3,3,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2660,327500,0,1,480,4,9,86,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4674,409500,1,1,713,4,9,19,1,0,0,0,0,1,0,0,Upper East Side,Manhattan
3595,299500,2,1,800,3,2,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5881,590000,2,2,1076,5,11,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10368,392000,1,1,718,4,4,16,1,1,1,1,1,1,0,1,Chelsea,Manhattan
76,479500,1,1,707,7,10,16,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
8862,380000,1,1,600,2,14,9,1,0,0,0,0,0,0,0,Financial District,Manhattan
3978,1250000,3,3,1833,5,14,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
17,500000,1,1,805,4,4,9,0,1,1,1,1,1,0,1,Flatiron,Manhattan
4630,436500,0,1,619,3,37,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
10804,395000,1,1,899,1,3,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
5030,400000,1,1,740,2,17,14,1,0,0,0,0,0,0,0,Midtown South,Manhattan
3200,390500,1,1,809,7,26,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
461,400000,1,1,700,3,4,62,0,0,1,1,1,0,0,0,West Village,Manhattan
874,275000,0,1,475,1,5,25,0,0,0,0,1,0,0,1,Upper West Side,Manhattan
9903,363100,1,1,707,3,1,71,1,0,0,0,0,0,0,0,Stuyvesant Town/PCV,Manhattan
9566,209500,0,1,410,8,2,106,0,0,0,1,1,0,0,0,Midtown West,Manhattan
7532,799500,2,2,852,3,6,106,0,0,0,0,0,0,0,0,Soho,Manhattan
8562,299500,0,1,579,4,2,55,0,1,0,1,1,0,1,1,Upper West Side,Manhattan
137,1845000,2,2,830,2,7,29,1,1,1,1,1,1,0,1,Upper East Side,Manhattan
919,425000,1,1,800,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4111,499500,1,1,972,7,10,6,0,0,1,0,0,0,0,0,Gramercy Park,Manhattan
10528,420000,0,1,530,1,17,90,0,0,0,0,1,0,0,0,Chelsea,Manhattan
210,430000,1,1,700,5,9,37,0,0,0,1,1,1,0,0,Upper West Side,Manhattan
1543,1400000,2,2,2000,4,55,33,0,0,0,1,1,0,0,0,Midtown,Manhattan
1432,825000,2,2,1406,4,3,11,0,0,0,1,1,1,0,1,Soho,Manhattan
2069,395000,1,1,750,2,2,106,0,0,1,1,1,0,0,0,Chelsea,Manhattan
10349,599500,1,2,1815,4,1,96,0,0,0,1,1,0,0,1,Financial District,Manhattan
9154,478500,1,1,823,5,17,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6221,480000,2,2,1150,12,35,27,1,1,0,1,1,1,1,1,Midtown East,Manhattan
3610,359500,1,1,620,11,9,31,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6352,450000,2,2,1041,10,6,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan
3560,541500,1,1,767,2,29,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2524,550000,1,1,1145,4,2,11,0,0,0,1,1,0,0,1,Soho,Manhattan
6158,370000,2,1,850,4,4,53,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
7122,170000,1,1,400,8,3,5,0,0,0,0,0,0,0,0,East Harlem,Manhattan
5981,279900,0,1,750,3,3,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1704,930000,3,3,1800,3,12,100,0,0,0,0,0,0,1,0,Upper West Side,Manhattan
4626,499000,1,1,643,3,32,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
7027,779500,3,2,1266,1,5,43,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4317,600000,2,2,900,1,26,31,0,0,1,0,0,0,0,0,Flatiron,Manhattan
8711,245000,0,1,450,2,10,93,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2710,700000,4,3,2200,6,16,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
6035,325000,0,1,570,2,3,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3332,549500,1,1,860,2,19,30,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3828,405000,1,1,834,2,6,58,0,1,1,0,1,1,0,0,Midtown East,Manhattan
10031,390000,1,1,720,4,8,7,0,0,0,0,0,0,0,0,Tribeca,Manhattan
8229,319500,1,1,574,2,11,99,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
7471,300000,1,1,496,2,4,28,0,0,0,0,0,0,0,0,Midtown West,Manhattan
9496,370000,1,1,642,10,32,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
6312,795000,2,2,1280,2,45,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
7680,299500,1,1,610,2,19,29,0,0,0,0,1,1,0,0,Battery Park City,Manhattan
6727,260000,0,1,437,12,3,8,0,0,1,0,0,1,1,0,Midtown West,Manhattan
247,209500,0,1,410,8,2,106,0,0,0,1,1,0,0,0,Midtown West,Manhattan
9660,566800,2,2,1022,4,21,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
118,799500,3,2,1518,3,4,31,1,0,0,0,1,0,0,0,Battery Park City,Manhattan
2147,319000,1,1,650,6,1,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2896,230000,1,1,400,12,2,106,0,0,0,0,0,0,0,0,East Village,Manhattan
479,495000,2,2,917,3,9,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1465,310000,1,1,475,3,2,116,0,0,0,0,0,0,0,0,West Village,Manhattan
5799,640000,3,2,1300,11,4,17,1,1,1,1,1,1,0,1,Chelsea,Manhattan
8705,395000,1,1,800,2,10,8,0,1,1,0,0,1,0,0,Financial District,Manhattan
3291,440000,1,1,500,3,2,106,0,0,0,0,0,0,0,0,Soho,Manhattan
2466,645000,2,2,1025,6,3,2,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
5009,310000,1,1,757,4,18,19,0,1,0,1,0,0,1,0,Upper West Side,Manhattan
10181,770000,2,2,1175,2,36,6,0,0,0,1,0,0,0,0,Financial District,Manhattan
8548,1825000,4,4,2700,2,4,85,0,1,0,0,1,1,0,1,Upper West Side,Manhattan
78,1350000,3,3,1868,43,32,8,0,0,0,0,0,0,1,0,Upper West Side,Manhattan
8656,578000,3,2,1300,2,12,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
1732,680000,2,2,1280,3,35,11,0,0,1,1,1,1,1,1,Midtown South,Manhattan
1583,330000,2,1,750,12,3,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3664,550000,2,1,1000,3,5,101,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4534,175000,2,1,500,4,1,100,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
3314,850000,2,2,1478,9,54,15,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2272,265000,0,1,482,6,30,28,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4594,370000,1,1,763,3,6,31,0,0,0,1,1,1,0,1,Battery Park City,Manhattan
6371,600000,1,1,923,1,34,51,0,0,1,1,0,0,0,0,Greenwich Village,Manhattan
3901,514500,2,2,1038,7,17,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
146,260000,1,1,525,2,5,115,0,0,0,1,0,0,0,0,Midtown,Manhattan
8023,160000,0,1,550,7,3,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2584,305800,0,1,533,4,19,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
5653,447500,0,1,583,8,12,10,0,0,0,1,1,0,1,1,Chelsea,Manhattan
1827,495000,1,1,927,3,32,29,1,1,1,1,1,1,0,0,Financial District,Manhattan
10940,393200,1,1,678,4,9,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
1511,300000,1,1,730,2,7,53,0,0,0,1,0,0,0,0,Midtown,Manhattan
1767,515000,3,1,910,9,31,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6093,345000,1,1,750,2,7,96,0,0,0,0,0,0,0,0,Midtown South,Manhattan
6174,225000,2,1,750,7,4,102,1,0,0,0,0,1,0,0,Hamilton Heights,Manhattan
3366,426000,2,1,958,10,30,27,1,0,1,0,0,1,0,0,Midtown East,Manhattan
5068,437500,1,1,668,2,23,16,1,0,1,0,0,0,0,0,Flatiron,Manhattan
1306,1099500,3,3,1800,7,30,9,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2468,290000,1,1,600,12,16,27,0,0,0,1,1,0,0,1,Midtown East,Manhattan
1102,420000,1,1,690,7,6,6,0,0,1,1,0,0,0,0,Gramercy Park,Manhattan
3751,750000,3,2,1425,3,6,54,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3289,366500,1,1,674,4,8,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
54,380000,3,2,1100,5,6,96,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
10552,299500,1,1,800,4,1,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2361,393500,1,1,752,6,4,14,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5077,249500,0.5,1,500,6,4,96,0,1,1,1,1,1,0,1,Midtown East,Manhattan
1128,340000,1,1,636,4,5,31,1,1,0,0,0,0,0,0,Upper West Side,Manhattan
4672,553500,2,2,971,8,25,16,1,1,0,1,1,1,1,1,Midtown East,Manhattan
2593,360000,1,1,643,3,13,8,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4496,544000,2,2,1120,3,14,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6774,195000,0,1,400,6,7,75,0,1,1,0,0,0,0,0,Upper East Side,Manhattan
1019,410000,1,1,600,6,24,6,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
532,220000,0,1,275,1,3,116,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3307,700000,2.5,2,1367,3,20,29,1,0,0,1,1,1,1,1,Financial District,Manhattan
10327,469500,2,2,1033,4,2,108,1,0,0,0,0,0,0,0,Financial District,Manhattan
4966,530000,1,1,855,1,11,8,0,1,0,0,1,0,0,0,Flatiron,Manhattan
4184,790000,2,2,1025,6,5,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
866,360000,1,1,648,4,4,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3240,195000,2,1,900,3,5,91,0,0,0,0,0,0,0,0,Inwood,Manhattan
10276,750000,2,2,1600,2,3,116,0,0,0,0,0,0,0,0,Soho,Manhattan
4125,515000,1,1,719,4,6,9,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
4000,473000,2,2,829,3,21,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
8349,146000,0,1,305,5,3,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3343,530000,1,2,1141,6,5,113,0,0,0,1,0,0,0,0,Gramercy Park,Manhattan
3034,999500,3,3,1947,1,8,90,0,0,0,0,0,0,0,0,Midtown,Manhattan
8905,395000,1,1,679,1,6,29,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4832,268500,1,1,550,3,10,53,0,0,0,0,1,0,0,0,Midtown East,Manhattan
7751,269500,1,1,700,2,5,106,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2685,350000,1,1,625,4,19,42,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
9348,400000,2,1,1024,2,16,51,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3607,1400000,2,2,2556,1,2,132,0,0,0,0,0,0,0,0,Soho,Manhattan
9474,995000,1,1,1238,2,2,3,0,0,0,0,0,0,0,0,West Village,Manhattan
9608,367500,1,1,900,2,4,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
5006,725000,2,2,1150,1,3,25,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
876,342500,0,1,465,2,8,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
10531,212500,0.5,1,500,9,6,86,0,0,0,0,0,0,0,0,Midtown East,Manhattan
11182,420000,1,1,800,2,5,106,0,0,1,1,1,1,0,1,Flatiron,Manhattan
